Folder_ID	Encoding_Vector
18	1 0.394737 0.605263 0.205128 0.512821 0.282051 0.148148 0.555556 0.296296 0.153846 0.461538 0.384615 0.057971 0.398551 0.405797 0.137681 0.101852 0.296296 0.453704 0.148148 0.0444444 0.377778 0.422222 0.155556 0.0526316 0.342105 0.368421 0.236842 
180	1 0.421053 0.578947 0.179487 0.576923 0.24359 0.203704 0.462963 0.333333 0.128205 0.589744 0.282051 0.0652174 0.384058 0.434783 0.115942 0.037037 0.407407 0.462963 0.0925926 0.0888889 0.311111 0.455556 0.144444 0 0.394737 0.5 0.105263 
180_O	1 0.368421 0.631579 0.166667 0.435897 0.397436 0.0925926 0.592593 0.314815 0.153846 0.448718 0.397436 0.0652174 0.26087 0.471014 0.202899 0.0648148 0.305556 0.351852 0.277778 0.0111111 0.288889 0.544444 0.155556 0.105263 0.315789 0.342105 0.236842 
181	1 0.526316 0.473684 0.307692 0.525641 0.166667 0.314815 0.444444 0.240741 0.282051 0.487179 0.230769 0.166667 0.463768 0.282609 0.0869565 0.157407 0.407407 0.37963 0.0555556 0.211111 0.355556 0.322222 0.111111 0.184211 0.368421 0.342105 0.105263 
181_O	1 0.578947 0.421053 0.24359 0.666667 0.0897436 0.407407 0.37037 0.222222 0.358974 0.448718 0.192308 0.123188 0.528986 0.326087 0.0217391 0.12037 0.518519 0.351852 0.00925926 0.266667 0.366667 0.222222 0.144444 0.315789 0.289474 0.289474 0.105263 
182	1 0.605263 0.394737 0.397436 0.512821 0.0897436 0.444444 0.407407 0.148148 0.397436 0.423077 0.179487 0.268116 0.492754 0.210145 0.0289855 0.231481 0.537037 0.185185 0.0462963 0.344444 0.333333 0.255556 0.0666667 0.263158 0.578947 0.0526316 0.105263 
182_O	1 0.631579 0.368421 0.346154 0.5 0.153846 0.314815 0.592593 0.0925926 0.358974 0.538462 0.102564 0.152174 0.514493 0.289855 0.0434783 0.194444 0.444444 0.324074 0.037037 0.122222 0.566667 0.311111 0 0.157895 0.5 0.342105 0 
183	1 0.447368 0.552632 0.205128 0.474359 0.320513 0.203704 0.5 0.296296 0.179487 0.538462 0.282051 0.101449 0.289855 0.456522 0.152174 0.0740741 0.361111 0.388889 0.175926 0.0666667 0.377778 0.388889 0.166667 0.0789474 0.368421 0.421053 0.131579 
183_O	1 0.473684 0.526316 0.230769 0.615385 0.153846 0.277778 0.444444 0.277778 0.24359 0.487179 0.269231 0.108696 0.456522 0.398551 0.0362319 0.0833333 0.462963 0.416667 0.037037 0.188889 0.344444 0.322222 0.144444 0.184211 0.289474 0.421053 0.105263 
184	1 0.421053 0.578947 0.24359 0.512821 0.24359 0.166667 0.611111 0.222222 0.230769 0.384615 0.384615 0.0869565 0.442029 0.384058 0.0869565 0.12963 0.37963 0.333333 0.157407 0.1 0.333333 0.466667 0.1 0.184211 0.342105 0.236842 0.236842 
184_O	1 0.552632 0.447368 0.102564 0.666667 0.230769 0.351852 0.314815 0.333333 0.333333 0.423077 0.24359 0.0362319 0.369565 0.449275 0.144928 0.0185185 0.435185 0.435185 0.111111 0.233333 0.222222 0.288889 0.255556 0.184211 0.289474 0.342105 0.184211 
185	1 0.315789 0.684211 0.0897436 0.5 0.410256 0.0555556 0.592593 0.351852 0.153846 0.320513 0.525641 0 0.253623 0.550725 0.195652 0.0462963 0.222222 0.425926 0.305556 0.0111111 0.233333 0.522222 0.233333 0.131579 0.236842 0.289474 0.342105 
185_O	1 0.394737 0.605263 0.0769231 0.589744 0.333333 0.222222 0.37037 0.407407 0.217949 0.358974 0.423077 0.0289855 0.282609 0.485507 0.202899 0.00925926 0.37037 0.398148 0.222222 0.122222 0.244444 0.311111 0.322222 0.157895 0.210526 0.315789 0.315789 
186	1 0.394737 0.605263 0.141026 0.461538 0.397436 0.148148 0.481481 0.37037 0.166667 0.461538 0.371795 0.0507246 0.268116 0.427536 0.253623 0.0555556 0.287037 0.407407 0.25 0.0666667 0.233333 0.466667 0.233333 0.0789474 0.263158 0.394737 0.263158 
186_O	1 0.5 0.5 0.166667 0.666667 0.166667 0.314815 0.425926 0.259259 0.346154 0.320513 0.333333 0.0724638 0.434783 0.442029 0.0507246 0.0555556 0.527778 0.342593 0.0740741 0.222222 0.3 0.255556 0.222222 0.289474 0.263158 0.184211 0.263158 
187	1 0.631579 0.368421 0.384615 0.525641 0.0897436 0.425926 0.462963 0.111111 0.423077 0.423077 0.153846 0.231884 0.521739 0.224638 0.0217391 0.222222 0.564815 0.175926 0.037037 0.288889 0.422222 0.233333 0.0555556 0.289474 0.447368 0.210526 0.0526316 
187_O	1 0.473684 0.526316 0.230769 0.551282 0.217949 0.259259 0.5 0.240741 0.192308 0.564103 0.24359 0.101449 0.42029 0.398551 0.0797101 0.0833333 0.444444 0.398148 0.0740741 0.122222 0.377778 0.4 0.1 0.131579 0.289474 0.526316 0.0526316 
188	1 0.605263 0.394737 0.346154 0.474359 0.179487 0.351852 0.462963 0.185185 0.358974 0.474359 0.166667 0.217391 0.355072 0.355072 0.0724638 0.212963 0.407407 0.296296 0.0833333 0.188889 0.455556 0.266667 0.0888889 0.184211 0.342105 0.421053 0.0526316 
188_O	1 0.552632 0.447368 0.282051 0.564103 0.153846 0.333333 0.462963 0.203704 0.269231 0.551282 0.179487 0.144928 0.478261 0.304348 0.0724638 0.157407 0.407407 0.388889 0.0462963 0.166667 0.433333 0.322222 0.0777778 0.131579 0.5 0.289474 0.0789474 
189	1 0.473684 0.526316 0.179487 0.487179 0.333333 0.185185 0.537037 0.277778 0.24359 0.474359 0.282051 0.0652174 0.34058 0.413043 0.181159 0.0648148 0.324074 0.425926 0.185185 0.0666667 0.366667 0.4 0.166667 0.105263 0.394737 0.394737 0.105263 
189_O	1 0.473684 0.526316 0.230769 0.5 0.269231 0.166667 0.555556 0.277778 0.179487 0.551282 0.269231 0.0869565 0.355072 0.413043 0.144928 0.0833333 0.37037 0.388889 0.157407 0.0666667 0.366667 0.455556 0.111111 0.0526316 0.263158 0.526316 0.157895 
18_O	1 0.5 0.5 0.25641 0.461538 0.282051 0.203704 0.518519 0.277778 0.25641 0.5 0.24359 0.115942 0.355072 0.369565 0.15942 0.138889 0.314815 0.407407 0.138889 0.0888889 0.377778 0.411111 0.122222 0.0789474 0.368421 0.394737 0.157895 
19	1 0.552632 0.447368 0.230769 0.551282 0.217949 0.296296 0.462963 0.240741 0.269231 0.538462 0.192308 0.101449 0.405797 0.376812 0.115942 0.0740741 0.444444 0.407407 0.0740741 0.166667 0.333333 0.411111 0.0888889 0.105263 0.342105 0.447368 0.105263 
190	1 0.552632 0.447368 0.294872 0.589744 0.115385 0.314815 0.481481 0.203704 0.320513 0.461538 0.217949 0.137681 0.514493 0.318841 0.0289855 0.148148 0.481481 0.314815 0.0555556 0.2 0.411111 0.3 0.0888889 0.236842 0.342105 0.289474 0.131579 
190_O	1 0.473684 0.526316 0.141026 0.653846 0.205128 0.259259 0.407407 0.333333 0.230769 0.474359 0.294872 0.0434783 0.391304 0.471014 0.0942029 0.0277778 0.416667 0.481481 0.0740741 0.155556 0.277778 0.366667 0.2 0.105263 0.289474 0.447368 0.157895 
191	1 0.473684 0.526316 0.217949 0.589744 0.192308 0.259259 0.518519 0.222222 0.217949 0.512821 0.269231 0.0942029 0.442029 0.413043 0.0507246 0.0648148 0.490741 0.361111 0.0833333 0.122222 0.4 0.366667 0.111111 0.157895 0.394737 0.368421 0.0789474 
191_O	1 0.315789 0.684211 0.0641026 0.474359 0.461538 0.0555556 0.5 0.444444 0.0897436 0.448718 0.461538 0.00724638 0.15942 0.550725 0.282609 0.0185185 0.175926 0.509259 0.296296 0.0222222 0.122222 0.611111 0.244444 0 0.210526 0.421053 0.368421 
192	1 0.578947 0.421053 0.358974 0.448718 0.192308 0.296296 0.537037 0.166667 0.269231 0.576923 0.153846 0.173913 0.449275 0.282609 0.0942029 0.175926 0.453704 0.277778 0.0925926 0.122222 0.533333 0.288889 0.0555556 0.0789474 0.421053 0.447368 0.0526316 
192_O	1 0.473684 0.526316 0.153846 0.705128 0.141026 0.296296 0.351852 0.351852 0.24359 0.448718 0.307692 0.0652174 0.427536 0.449275 0.057971 0.0277778 0.453704 0.481481 0.037037 0.188889 0.3 0.288889 0.222222 0.184211 0.236842 0.394737 0.184211 
193	1 0.473684 0.526316 0.205128 0.487179 0.307692 0.222222 0.5 0.277778 0.179487 0.576923 0.24359 0.108696 0.304348 0.413043 0.173913 0.101852 0.296296 0.462963 0.138889 0.0666667 0.4 0.377778 0.155556 0.0263158 0.421053 0.473684 0.0789474 
193_O	1 0.526316 0.473684 0.294872 0.576923 0.128205 0.333333 0.462963 0.203704 0.307692 0.461538 0.230769 0.173913 0.463768 0.333333 0.0289855 0.157407 0.490741 0.305556 0.0462963 0.244444 0.311111 0.355556 0.0888889 0.263158 0.315789 0.342105 0.0789474 
194	1 0.447368 0.552632 0.192308 0.525641 0.282051 0.203704 0.537037 0.259259 0.192308 0.525641 0.282051 0.0942029 0.311594 0.485507 0.108696 0.0833333 0.37037 0.425926 0.12037 0.0666667 0.377778 0.422222 0.133333 0.0789474 0.368421 0.447368 0.105263 
194_O	1 0.552632 0.447368 0.397436 0.410256 0.192308 0.333333 0.518519 0.148148 0.307692 0.525641 0.166667 0.26087 0.398551 0.275362 0.0652174 0.268519 0.361111 0.296296 0.0740741 0.166667 0.488889 0.3 0.0444444 0.263158 0.421053 0.289474 0.0263158 
195	1 0.447368 0.552632 0.141026 0.538462 0.320513 0.185185 0.481481 0.333333 0.166667 0.576923 0.25641 0.057971 0.268116 0.521739 0.152174 0.0185185 0.361111 0.472222 0.148148 0.0666667 0.311111 0.444444 0.177778 0.0263158 0.368421 0.5 0.105263 
195_O	1 0.447368 0.552632 0.205128 0.551282 0.24359 0.203704 0.518519 0.277778 0.166667 0.538462 0.294872 0.0869565 0.369565 0.434783 0.108696 0.0648148 0.37963 0.453704 0.101852 0.1 0.322222 0.477778 0.1 0.0263158 0.447368 0.342105 0.184211 
196	1 0.421053 0.578947 0.179487 0.5 0.320513 0.203704 0.444444 0.351852 0.128205 0.576923 0.294872 0.0869565 0.311594 0.398551 0.202899 0.0555556 0.324074 0.472222 0.148148 0.0666667 0.344444 0.388889 0.2 0 0.368421 0.5 0.131579 
196_O	1 0.421053 0.578947 0.217949 0.5 0.282051 0.185185 0.5 0.314815 0.141026 0.564103 0.294872 0.0869565 0.384058 0.384058 0.144928 0.0462963 0.398148 0.416667 0.138889 0.1 0.3 0.466667 0.133333 0.0526316 0.368421 0.473684 0.105263 
197	1 0.473684 0.526316 0.217949 0.487179 0.294872 0.185185 0.537037 0.277778 0.192308 0.538462 0.269231 0.0869565 0.347826 0.405797 0.15942 0.0740741 0.333333 0.444444 0.148148 0.0555556 0.422222 0.388889 0.133333 0.0526316 0.315789 0.526316 0.105263 
197_O	1 0.473684 0.526316 0.25641 0.564103 0.179487 0.314815 0.314815 0.37037 0.24359 0.448718 0.307692 0.166667 0.355072 0.369565 0.108696 0.138889 0.342593 0.444444 0.0740741 0.222222 0.3 0.244444 0.233333 0.105263 0.342105 0.368421 0.184211 
198	1 0.421053 0.578947 0.230769 0.474359 0.294872 0.185185 0.537037 0.277778 0.179487 0.487179 0.333333 0.0869565 0.398551 0.376812 0.137681 0.111111 0.314815 0.407407 0.166667 0.1 0.322222 0.455556 0.122222 0.105263 0.368421 0.368421 0.157895 
198_O	1 0.421053 0.578947 0.153846 0.525641 0.320513 0.185185 0.5 0.314815 0.192308 0.461538 0.346154 0.0507246 0.347826 0.427536 0.173913 0.0740741 0.287037 0.462963 0.175926 0.0777778 0.322222 0.411111 0.188889 0.0526316 0.421053 0.342105 0.184211 
199	1 0.578947 0.421053 0.25641 0.551282 0.192308 0.333333 0.462963 0.203704 0.333333 0.487179 0.179487 0.115942 0.449275 0.34058 0.0942029 0.12037 0.481481 0.324074 0.0740741 0.177778 0.388889 0.322222 0.111111 0.157895 0.394737 0.368421 0.0789474 
199_O	1 0.526316 0.473684 0.230769 0.602564 0.166667 0.296296 0.462963 0.240741 0.320513 0.397436 0.282051 0.0942029 0.456522 0.384058 0.0652174 0.138889 0.398148 0.388889 0.0740741 0.177778 0.366667 0.311111 0.144444 0.184211 0.394737 0.157895 0.263158 
19_O	1 0.5 0.5 0.24359 0.589744 0.166667 0.314815 0.407407 0.277778 0.269231 0.461538 0.269231 0.137681 0.405797 0.391304 0.0652174 0.12037 0.407407 0.435185 0.037037 0.188889 0.366667 0.288889 0.155556 0.157895 0.368421 0.289474 0.184211 
20	1 0.421053 0.578947 0.217949 0.525641 0.25641 0.259259 0.444444 0.296296 0.24359 0.384615 0.371795 0.123188 0.384058 0.355072 0.137681 0.138889 0.333333 0.416667 0.111111 0.166667 0.288889 0.344444 0.2 0.157895 0.368421 0.263158 0.210526 
200	1 0.421053 0.578947 0.153846 0.564103 0.282051 0.222222 0.37037 0.407407 0.205128 0.435897 0.358974 0.0507246 0.391304 0.355072 0.202899 0.0462963 0.351852 0.435185 0.166667 0.144444 0.233333 0.366667 0.255556 0.105263 0.236842 0.447368 0.210526 
200_O	1 0.5 0.5 0.179487 0.576923 0.24359 0.203704 0.518519 0.277778 0.24359 0.487179 0.269231 0.0652174 0.34058 0.492754 0.101449 0.037037 0.416667 0.407407 0.138889 0.1 0.344444 0.422222 0.133333 0.0789474 0.342105 0.447368 0.131579 
20_O	1 0.578947 0.421053 0.307692 0.525641 0.166667 0.296296 0.574074 0.12963 0.358974 0.474359 0.166667 0.173913 0.434783 0.347826 0.0434783 0.185185 0.453704 0.287037 0.0740741 0.144444 0.477778 0.344444 0.0333333 0.210526 0.473684 0.263158 0.0526316 
21	1 0.631579 0.368421 0.384615 0.487179 0.128205 0.407407 0.444444 0.148148 0.371795 0.538462 0.0897436 0.23913 0.463768 0.253623 0.0434783 0.203704 0.490741 0.296296 0.00925926 0.222222 0.488889 0.244444 0.0444444 0.210526 0.578947 0.184211 0.0263158 
21_O	1 0.578947 0.421053 0.230769 0.589744 0.179487 0.407407 0.333333 0.259259 0.358974 0.448718 0.192308 0.137681 0.42029 0.34058 0.101449 0.12037 0.462963 0.351852 0.0648148 0.266667 0.288889 0.266667 0.177778 0.210526 0.394737 0.315789 0.0789474 
22	1 0.5 0.5 0.282051 0.538462 0.179487 0.259259 0.537037 0.203704 0.269231 0.474359 0.25641 0.130435 0.5 0.289855 0.0797101 0.148148 0.37963 0.416667 0.0555556 0.166667 0.366667 0.388889 0.0777778 0.157895 0.5 0.210526 0.131579 
22_O	1 0.421053 0.578947 0.166667 0.5 0.333333 0.203704 0.425926 0.37037 0.166667 0.512821 0.320513 0.0797101 0.297101 0.42029 0.202899 0.0648148 0.296296 0.453704 0.185185 0.0888889 0.3 0.388889 0.222222 0.0263158 0.368421 0.473684 0.131579 
23	1 0.421053 0.578947 0.128205 0.512821 0.358974 0.166667 0.5 0.333333 0.153846 0.551282 0.294872 0.0362319 0.282609 0.5 0.181159 0.0462963 0.268519 0.518519 0.166667 0.0555556 0.266667 0.5 0.177778 0.0526316 0.289474 0.578947 0.0789474 
23_O	1 0.552632 0.447368 0.333333 0.423077 0.24359 0.296296 0.5 0.203704 0.269231 0.589744 0.141026 0.202899 0.369565 0.304348 0.123188 0.185185 0.361111 0.351852 0.101852 0.122222 0.466667 0.344444 0.0666667 0.131579 0.5 0.368421 0 
24	1 0.5 0.5 0.307692 0.474359 0.217949 0.259259 0.574074 0.166667 0.230769 0.538462 0.230769 0.15942 0.42029 0.34058 0.0797101 0.12963 0.509259 0.259259 0.101852 0.1 0.455556 0.4 0.0444444 0.157895 0.368421 0.394737 0.0789474 
24_O	1 0.5 0.5 0.230769 0.487179 0.282051 0.166667 0.555556 0.277778 0.24359 0.5 0.25641 0.101449 0.318841 0.434783 0.144928 0.0925926 0.351852 0.361111 0.194444 0.0888889 0.333333 0.466667 0.111111 0.0789474 0.394737 0.342105 0.184211 
25	1 0.605263 0.394737 0.397436 0.474359 0.128205 0.407407 0.462963 0.12963 0.397436 0.423077 0.179487 0.246377 0.485507 0.217391 0.0507246 0.268519 0.435185 0.259259 0.037037 0.311111 0.311111 0.333333 0.0444444 0.342105 0.289474 0.315789 0.0526316 
25_O	1 0.5 0.5 0.25641 0.487179 0.25641 0.259259 0.5 0.240741 0.24359 0.512821 0.24359 0.123188 0.398551 0.333333 0.144928 0.138889 0.37963 0.361111 0.12037 0.122222 0.4 0.355556 0.122222 0.105263 0.342105 0.421053 0.131579 
26	1 0.473684 0.526316 0.179487 0.538462 0.282051 0.203704 0.537037 0.259259 0.217949 0.487179 0.294872 0.0724638 0.333333 0.463768 0.130435 0.0648148 0.37963 0.37963 0.175926 0.0888889 0.322222 0.466667 0.122222 0.105263 0.342105 0.421053 0.131579 
26_O	1 0.526316 0.473684 0.282051 0.461538 0.25641 0.222222 0.555556 0.222222 0.294872 0.474359 0.230769 0.130435 0.413043 0.311594 0.144928 0.157407 0.342593 0.351852 0.148148 0.133333 0.355556 0.433333 0.0777778 0.131579 0.394737 0.368421 0.105263 
27	1 0.526316 0.473684 0.24359 0.538462 0.217949 0.240741 0.537037 0.222222 0.269231 0.538462 0.192308 0.101449 0.427536 0.376812 0.0942029 0.0925926 0.453704 0.37037 0.0833333 0.122222 0.344444 0.477778 0.0555556 0.131579 0.394737 0.394737 0.0789474 
27_O	1 0.552632 0.447368 0.179487 0.692308 0.128205 0.388889 0.37037 0.240741 0.358974 0.410256 0.230769 0.0942029 0.471014 0.398551 0.0362319 0.0648148 0.546296 0.361111 0.0277778 0.244444 0.333333 0.244444 0.177778 0.289474 0.315789 0.289474 0.105263 
28	1 0.473684 0.526316 0.192308 0.461538 0.346154 0.166667 0.555556 0.277778 0.24359 0.461538 0.294872 0.0724638 0.311594 0.413043 0.202899 0.111111 0.287037 0.388889 0.212963 0.0666667 0.344444 0.411111 0.177778 0.105263 0.289474 0.421053 0.184211 
28_O	1 0.526316 0.473684 0.25641 0.538462 0.205128 0.277778 0.462963 0.259259 0.230769 0.589744 0.179487 0.130435 0.398551 0.369565 0.101449 0.101852 0.416667 0.416667 0.0648148 0.122222 0.433333 0.333333 0.111111 0.0526316 0.421053 0.5 0.0263158 
29	1 0.526316 0.473684 0.25641 0.487179 0.25641 0.203704 0.555556 0.240741 0.217949 0.576923 0.205128 0.101449 0.362319 0.413043 0.123188 0.0925926 0.37963 0.398148 0.12963 0.0777778 0.411111 0.444444 0.0666667 0.0526316 0.315789 0.526316 0.105263 
29_O	1 0.447368 0.552632 0.153846 0.576923 0.269231 0.240741 0.37037 0.388889 0.24359 0.423077 0.333333 0.0797101 0.311594 0.449275 0.15942 0.0740741 0.296296 0.509259 0.12037 0.144444 0.288889 0.311111 0.255556 0.105263 0.289474 0.368421 0.236842 
30	1 0.368421 0.631579 0.102564 0.448718 0.448718 0.111111 0.481481 0.407407 0.102564 0.512821 0.384615 0.0289855 0.224638 0.434783 0.311594 0.0185185 0.222222 0.481481 0.277778 0.0111111 0.288889 0.411111 0.288889 0 0.289474 0.447368 0.263158 
30_O	1 0.526316 0.473684 0.371795 0.461538 0.166667 0.314815 0.537037 0.148148 0.307692 0.487179 0.205128 0.231884 0.434783 0.297101 0.0362319 0.240741 0.444444 0.240741 0.0740741 0.177778 0.455556 0.322222 0.0444444 0.210526 0.5 0.210526 0.0789474 
31	1 0.473684 0.526316 0.294872 0.448718 0.25641 0.277778 0.444444 0.277778 0.192308 0.589744 0.217949 0.181159 0.369565 0.304348 0.144928 0.12037 0.425926 0.342593 0.111111 0.133333 0.388889 0.344444 0.133333 0.131579 0.368421 0.473684 0.0263158 
31_O	1 0.526316 0.473684 0.269231 0.474359 0.25641 0.314815 0.407407 0.277778 0.307692 0.474359 0.217949 0.181159 0.326087 0.347826 0.144928 0.175926 0.314815 0.388889 0.12037 0.177778 0.344444 0.322222 0.155556 0.184211 0.394737 0.342105 0.0789474 
32	1 0.5 0.5 0.205128 0.576923 0.217949 0.222222 0.555556 0.222222 0.24359 0.5 0.25641 0.0652174 0.434783 0.42029 0.0797101 0.0925926 0.361111 0.453704 0.0925926 0.0888889 0.422222 0.388889 0.1 0.0789474 0.5 0.289474 0.131579 
32_O	1 0.368421 0.631579 0.0897436 0.5 0.410256 0.148148 0.388889 0.462963 0.141026 0.448718 0.410256 0.0289855 0.217391 0.471014 0.282609 0.0185185 0.240741 0.490741 0.25 0.0555556 0.244444 0.377778 0.322222 0.0263158 0.236842 0.394737 0.342105 
33	1 0.631579 0.368421 0.410256 0.5 0.0897436 0.388889 0.518519 0.0925926 0.397436 0.487179 0.115385 0.253623 0.507246 0.224638 0.0144928 0.240741 0.518519 0.222222 0.0185185 0.244444 0.5 0.244444 0.0111111 0.263158 0.447368 0.289474 0 
33_O	1 0.578947 0.421053 0.320513 0.538462 0.141026 0.333333 0.5 0.166667 0.333333 0.5 0.166667 0.188406 0.449275 0.311594 0.0507246 0.166667 0.490741 0.287037 0.0555556 0.2 0.422222 0.322222 0.0555556 0.210526 0.394737 0.342105 0.0526316 
34	1 0.473684 0.526316 0.217949 0.538462 0.24359 0.222222 0.518519 0.259259 0.205128 0.564103 0.230769 0.0942029 0.405797 0.384058 0.115942 0.0833333 0.398148 0.435185 0.0833333 0.0777778 0.422222 0.388889 0.111111 0.0526316 0.421053 0.473684 0.0526316 
34_O	1 0.578947 0.421053 0.25641 0.641026 0.102564 0.407407 0.333333 0.259259 0.410256 0.320513 0.269231 0.144928 0.463768 0.347826 0.0434783 0.157407 0.444444 0.37037 0.0277778 0.333333 0.233333 0.266667 0.166667 0.263158 0.342105 0.131579 0.263158 
35	1 0.421053 0.578947 0.217949 0.423077 0.358974 0.148148 0.555556 0.296296 0.179487 0.512821 0.307692 0.0942029 0.318841 0.384058 0.202899 0.0833333 0.37037 0.324074 0.222222 0.0333333 0.344444 0.477778 0.144444 0.0789474 0.342105 0.447368 0.131579 
35_O	1 0.5 0.5 0.25641 0.551282 0.192308 0.240741 0.518519 0.240741 0.217949 0.551282 0.230769 0.108696 0.434783 0.384058 0.0724638 0.0833333 0.453704 0.388889 0.0740741 0.0888889 0.5 0.288889 0.122222 0.0789474 0.394737 0.447368 0.0789474 
36	1 0.421053 0.578947 0.217949 0.435897 0.346154 0.185185 0.5 0.314815 0.179487 0.512821 0.307692 0.101449 0.333333 0.362319 0.202899 0.12037 0.277778 0.416667 0.185185 0.0555556 0.366667 0.411111 0.166667 0.0789474 0.342105 0.447368 0.131579 
36_O	1 0.473684 0.526316 0.230769 0.435897 0.333333 0.203704 0.5 0.296296 0.192308 0.576923 0.230769 0.130435 0.268116 0.413043 0.188406 0.12037 0.296296 0.407407 0.175926 0.0777778 0.344444 0.444444 0.133333 0.0526316 0.342105 0.526316 0.0789474 
37	1 0.605263 0.394737 0.333333 0.525641 0.141026 0.314815 0.555556 0.12963 0.371795 0.474359 0.153846 0.173913 0.471014 0.318841 0.0362319 0.175926 0.481481 0.296296 0.0462963 0.166667 0.488889 0.3 0.0444444 0.210526 0.421053 0.342105 0.0263158 
37_O	1 0.526316 0.473684 0.230769 0.576923 0.192308 0.203704 0.574074 0.222222 0.333333 0.384615 0.282051 0.0652174 0.449275 0.427536 0.057971 0.12037 0.351852 0.453704 0.0740741 0.111111 0.444444 0.311111 0.133333 0.210526 0.342105 0.131579 0.315789 
38	1 0.473684 0.526316 0.25641 0.461538 0.282051 0.166667 0.648148 0.185185 0.205128 0.551282 0.24359 0.101449 0.405797 0.369565 0.123188 0.101852 0.398148 0.37037 0.12963 0.0333333 0.433333 0.488889 0.0444444 0.0789474 0.473684 0.368421 0.0789474 
38_O	1 0.526316 0.473684 0.205128 0.564103 0.230769 0.222222 0.518519 0.259259 0.25641 0.525641 0.217949 0.0507246 0.442029 0.384058 0.123188 0.0833333 0.361111 0.462963 0.0925926 0.111111 0.366667 0.4 0.122222 0.0789474 0.368421 0.421053 0.131579 
39	1 0.5 0.5 0.205128 0.576923 0.217949 0.222222 0.574074 0.203704 0.269231 0.461538 0.269231 0.0724638 0.427536 0.434783 0.0652174 0.0925926 0.37037 0.444444 0.0925926 0.111111 0.377778 0.422222 0.0888889 0.236842 0.236842 0.447368 0.0789474 
39_O	1 0.368421 0.631579 0.128205 0.576923 0.294872 0.166667 0.388889 0.444444 0.128205 0.487179 0.384615 0.0434783 0.311594 0.471014 0.173913 0.037037 0.287037 0.518519 0.157407 0.0666667 0.311111 0.344444 0.277778 0 0.342105 0.394737 0.263158 
40	1 0.5 0.5 0.217949 0.512821 0.269231 0.259259 0.5 0.240741 0.230769 0.525641 0.24359 0.101449 0.362319 0.405797 0.130435 0.0833333 0.435185 0.333333 0.148148 0.111111 0.366667 0.4 0.122222 0.105263 0.394737 0.394737 0.105263 
40_O	1 0.605263 0.394737 0.282051 0.512821 0.205128 0.333333 0.462963 0.203704 0.371795 0.461538 0.166667 0.130435 0.434783 0.326087 0.108696 0.194444 0.324074 0.416667 0.0648148 0.188889 0.388889 0.311111 0.111111 0.184211 0.394737 0.289474 0.131579 
41	1 0.473684 0.526316 0.141026 0.564103 0.294872 0.166667 0.574074 0.259259 0.230769 0.474359 0.294872 0.0362319 0.311594 0.521739 0.130435 0.0648148 0.296296 0.518519 0.12037 0.0444444 0.388889 0.411111 0.155556 0.0789474 0.315789 0.394737 0.210526 
41_O	1 0.5 0.5 0.179487 0.576923 0.24359 0.240741 0.462963 0.296296 0.205128 0.589744 0.205128 0.0652174 0.384058 0.427536 0.123188 0.0277778 0.407407 0.490741 0.0740741 0.1 0.344444 0.433333 0.122222 0.0789474 0.368421 0.473684 0.0789474 
42	1 0.5 0.5 0.269231 0.487179 0.24359 0.277778 0.425926 0.296296 0.217949 0.564103 0.217949 0.152174 0.369565 0.326087 0.152174 0.101852 0.444444 0.324074 0.12963 0.133333 0.388889 0.333333 0.144444 0.0526316 0.421053 0.447368 0.0789474 
42_O	1 0.552632 0.447368 0.269231 0.589744 0.141026 0.277778 0.481481 0.240741 0.333333 0.435897 0.230769 0.101449 0.521739 0.311594 0.0652174 0.138889 0.37037 0.453704 0.037037 0.188889 0.4 0.288889 0.122222 0.210526 0.315789 0.315789 0.157895 
43	1 0.631579 0.368421 0.346154 0.512821 0.141026 0.407407 0.407407 0.185185 0.371795 0.512821 0.115385 0.210145 0.427536 0.304348 0.057971 0.166667 0.518519 0.277778 0.037037 0.244444 0.4 0.277778 0.0777778 0.184211 0.473684 0.315789 0.0263158 
43_O	1 0.447368 0.552632 0.217949 0.538462 0.24359 0.185185 0.611111 0.203704 0.230769 0.423077 0.346154 0.0724638 0.456522 0.347826 0.123188 0.138889 0.324074 0.425926 0.111111 0.1 0.322222 0.5 0.0777778 0.105263 0.368421 0.342105 0.184211 
44	1 0.552632 0.447368 0.24359 0.551282 0.205128 0.259259 0.518519 0.222222 0.282051 0.551282 0.166667 0.108696 0.405797 0.398551 0.0869565 0.0740741 0.5 0.342593 0.0833333 0.122222 0.411111 0.388889 0.0777778 0.105263 0.368421 0.473684 0.0526316 
44_O	1 0.526316 0.473684 0.294872 0.564103 0.141026 0.333333 0.444444 0.222222 0.294872 0.461538 0.24359 0.152174 0.485507 0.318841 0.0434783 0.157407 0.444444 0.342593 0.0555556 0.222222 0.366667 0.3 0.111111 0.184211 0.447368 0.236842 0.131579 
45	1 0.473684 0.526316 0.179487 0.487179 0.333333 0.296296 0.351852 0.351852 0.25641 0.435897 0.307692 0.0869565 0.369565 0.297101 0.246377 0.0740741 0.361111 0.351852 0.212963 0.188889 0.2 0.377778 0.233333 0.131579 0.394737 0.315789 0.157895 
